INVOICE_MONTH,SHIP_TO_ACCOUNT_NUMBER,SHIP_TO_ACCOUNT_NAME,SHIP_TO_CUSTOMER_TIER,SHIP_TO_SALES_REGION,SHIP_TO_SALES_REGION_DESCRIPTION,SHIP_TO_SALES_DISTRICT,SHIP_TO_SALES_DISTRICT_DESCRIPTION,SHIP_TO_SALES_TERRITORY,SHIP_TO_SALES_TERRITORY_DESCRIPTION,SHIP_TO_CITY,SHIP_TO_STATE,SHIP_TO_POSTAL_CODE,SHIP_TO_SPECIAL_GROUP,SHIP_TO_SPECIAL_GROUP_DESCRIPTION,SKU,SPECIES,PRODUCT_FORM,DISEASE_CATEGORY,PRODUCT_LINE,BRAND_CODE,BRAND_NAME,ECC_SALES_USD
2023-10-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-7991,N/A,Packaged,Snacks,Snacks,FRE,FreshWave,2987.899400415398
2023-10-01,90254,Costa Group Store,A,R4,West,D2,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1464,N/A,Packaged,Household,Household,ECO,EcoClean,3092.333574070588
2023-10-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1230,N/A,Packaged,Beverages,Beverages,ECO,EcoClean,2652.7052163224416
2023-11-01,90254,Costa Group Store,A,R4,West,D5,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-3228,N/A,Bottle,Household,Household,QUI,QuickMart,2561.2405389638097
2023-11-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6404,N/A,Bulk,Snacks,Snacks,FRE,FreshWave,0.0
2023-12-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-7928,N/A,Box,Beverages,Beverages,SNA,Snackify,2534.912828133383
2023-12-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6000,N/A,Packaged,Snacks,Snacks,BRI,BrightTech,0.0
2024-01-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-7229,N/A,Bottle,Electronics,Electronics,BRI,BrightTech,1834.1015711068853
2024-02-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-2002,N/A,Packaged,Household,Household,FRE,FreshWave,1642.2016553786448
2024-02-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-8630,N/A,Packaged,Beverages,Beverages,ECO,EcoClean,1515.043631693042
2024-02-01,90254,Costa Group Store,A,R4,West,D5,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6909,N/A,Box,Household,Household,FRE,FreshWave,955.3093484457654
2024-03-01,90254,Costa Group Store,A,R4,West,D2,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-9489,N/A,Box,Household,Household,SNA,Snackify,1391.0568782925739
2024-03-01,90254,Costa Group Store,A,R4,West,D5,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-4062,N/A,Bottle,Household,Household,BRI,BrightTech,0.0
2024-04-01,90254,Costa Group Store,A,R4,West,D2,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-3109,N/A,Bottle,Beverages,Beverages,QUI,QuickMart,3078.697911310482
2024-04-01,90254,Costa Group Store,A,R4,West,D5,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-8613,N/A,Bulk,Electronics,Electronics,BRI,BrightTech,1563.360717009434
2024-04-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-5481,N/A,Bulk,Household,Household,QUI,QuickMart,1237.5470425792928
2024-05-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-8856,N/A,Packaged,Household,Household,BRI,BrightTech,2219.9559661375947
2024-06-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6274,N/A,Bulk,Snacks,Snacks,BRI,BrightTech,144.618004702902
2024-06-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1259,N/A,Bottle,Personal Care,Personal Care,FRE,FreshWave,3213.4713373632585
2024-06-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-7446,N/A,Bag,Electronics,Electronics,QUI,QuickMart,0.0
2024-07-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-7296,N/A,Bottle,Household,Household,ECO,EcoClean,0.0
2024-07-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1655,N/A,Bag,Personal Care,Personal Care,SNA,Snackify,1879.7065764760387
2024-07-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-4780,N/A,Bag,Beverages,Beverages,QUI,QuickMart,3290.2674374010253
2024-08-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6052,N/A,Bottle,Beverages,Beverages,BRI,BrightTech,1536.556399867063
2024-08-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1380,N/A,Bulk,Personal Care,Personal Care,QUI,QuickMart,3404.4003140738128
2024-08-01,90254,Costa Group Store,A,R4,West,D2,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1694,N/A,Bottle,Beverages,Beverages,ECO,EcoClean,2109.02201908337
2024-09-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-5703,N/A,Bag,Beverages,Beverages,SNA,Snackify,0.0
2024-10-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-3418,N/A,Bottle,Beverages,Beverages,BRI,BrightTech,87.54979692818074
2024-10-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6114,N/A,Bag,Electronics,Electronics,BRI,BrightTech,4785.679097237562
2024-11-01,90254,Costa Group Store,A,R4,West,D2,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-8067,N/A,Box,Electronics,Electronics,BRI,BrightTech,3095.5919877949264
2024-11-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-8547,N/A,Bag,Electronics,Electronics,QUI,QuickMart,266.2639862759454
2024-12-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-7725,N/A,Bag,Household,Household,ECO,EcoClean,3795.414450209456
2024-12-01,90254,Costa Group Store,A,R4,West,D2,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-7013,N/A,Bulk,Household,Household,ECO,EcoClean,2427.051623633973
2025-01-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-4751,N/A,Bottle,Electronics,Electronics,BRI,BrightTech,3607.979227888579
2025-01-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-5635,N/A,Bag,Beverages,Beverages,FRE,FreshWave,2552.139107425584
2025-02-01,90254,Costa Group Store,A,R4,West,D5,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6887,N/A,Box,Beverages,Beverages,BRI,BrightTech,4508.071434622325
2025-03-01,90254,Costa Group Store,A,R4,West,D2,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-3545,N/A,Packaged,Electronics,Electronics,QUI,QuickMart,4359.927276546005
2025-03-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-4352,N/A,Bottle,Household,Household,ECO,EcoClean,1490.6793298584478
2025-04-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-2827,N/A,Bag,Personal Care,Personal Care,SNA,Snackify,1922.4790861878337
2025-04-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6437,N/A,Packaged,Electronics,Electronics,QUI,QuickMart,1122.4118452330208
2025-04-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-7170,N/A,Bag,Personal Care,Personal Care,BRI,BrightTech,2078.144888749472
2025-05-01,90254,Costa Group Store,A,R4,West,D5,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-5538,N/A,Bag,Electronics,Electronics,ECO,EcoClean,3295.3727245891414
2025-05-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6761,N/A,Box,Personal Care,Personal Care,FRE,FreshWave,3348.8313530034184
2025-06-01,90254,Costa Group Store,A,R4,West,D5,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-2824,N/A,Packaged,Snacks,Snacks,QUI,QuickMart,2095.5778492905333
2025-06-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-3961,N/A,Box,Snacks,Snacks,QUI,QuickMart,1019.4706681161222
2025-07-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-3145,N/A,Box,Beverages,Beverages,BRI,BrightTech,1295.7574835393762
2025-08-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-5868,N/A,Box,Electronics,Electronics,ECO,EcoClean,3912.386868806029
2025-08-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6432,N/A,Packaged,Electronics,Electronics,ECO,EcoClean,2720.8582868940885
2025-08-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-4527,N/A,Bulk,Beverages,Beverages,BRI,BrightTech,3705.9897102003906
2025-09-01,90254,Costa Group Store,A,R4,West,D5,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-6284,N/A,Bottle,Personal Care,Personal Care,BRI,BrightTech,2858.240864851751
2025-09-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-8951,N/A,Bulk,Household,Household,FRE,FreshWave,1952.0285822942726
2025-10-01,90254,Costa Group Store,A,R4,West,D4,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1469,N/A,Bottle,Electronics,Electronics,BRI,BrightTech,3802.0158401880753
2025-10-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1247,N/A,Box,Electronics,Electronics,SNA,Snackify,1568.9251210339003
2025-10-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1790,N/A,Bag,Beverages,Beverages,ECO,EcoClean,481.4656006522798
2025-11-01,90254,Costa Group Store,A,R4,West,D2,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1495,N/A,Bulk,Beverages,Beverages,ECO,EcoClean,2475.480363136978
2025-11-01,90254,Costa Group Store,A,R4,West,D5,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-1374,N/A,Packaged,Beverages,Beverages,SNA,Snackify,66.63111180483156
2025-12-01,90254,Costa Group Store,A,R4,West,D3,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-7330,N/A,Bulk,Household,Household,BRI,BrightTech,1182.162389849549
2025-12-01,90254,Costa Group Store,A,R4,West,D1,West District,TERR-1,TERR-1 Description,Grahamhaven,DE,88472,Standard,Standard Group,SKU-5272,N/A,Bulk,Snacks,Snacks,FRE,FreshWave,1915.0131693987719
2023-01-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-8149,N/A,Packaged,Electronics,Electronics,ECO,EcoClean,1816.038041637739
2023-02-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-1874,N/A,Packaged,Household,Household,ECO,EcoClean,4029.344860764637
2023-03-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-7089,N/A,Bottle,Household,Household,ECO,EcoClean,4701.435719035067
2023-04-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-9766,N/A,Packaged,Personal Care,Personal Care,ECO,EcoClean,740.653722989666
2023-04-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-9930,N/A,Packaged,Personal Care,Personal Care,BRI,BrightTech,1389.4162507669112
2023-04-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-2301,N/A,Bulk,Electronics,Electronics,ECO,EcoClean,2507.200242813749
2023-05-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-8481,N/A,Bulk,Snacks,Snacks,ECO,EcoClean,424.4357289066925
2023-05-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-7941,N/A,Packaged,Electronics,Electronics,BRI,BrightTech,623.3864881032134
2023-06-01,20422,Cruz Group Store,C,R1,North,D5,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-9131,N/A,Bottle,Personal Care,Personal Care,ECO,EcoClean,1152.6227998229688
2023-06-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-7860,N/A,Bulk,Beverages,Beverages,FRE,FreshWave,10.43100408545638
2023-07-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-8382,N/A,Bag,Household,Household,BRI,BrightTech,3979.6967798034384
2023-07-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-9303,N/A,Box,Snacks,Snacks,QUI,QuickMart,776.2308517897416
2023-07-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3158,N/A,Packaged,Electronics,Electronics,SNA,Snackify,3876.5597134291575
2023-08-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-1201,N/A,Bag,Household,Household,FRE,FreshWave,1725.890571074758
2023-08-01,20422,Cruz Group Store,C,R1,North,D5,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-7525,N/A,Box,Snacks,Snacks,FRE,FreshWave,4575.574400521222
2023-08-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-4291,N/A,Bottle,Personal Care,Personal Care,ECO,EcoClean,908.725845935249
2023-09-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-7726,N/A,Box,Snacks,Snacks,SNA,Snackify,2300.3732536989487
2023-10-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-6664,N/A,Packaged,Beverages,Beverages,FRE,FreshWave,2735.908800102964
2023-10-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-1795,N/A,Bulk,Snacks,Snacks,FRE,FreshWave,2748.491837959968
2023-11-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-6064,N/A,Bag,Personal Care,Personal Care,FRE,FreshWave,3336.3533873225524
2023-12-01,20422,Cruz Group Store,C,R1,North,D5,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-9221,N/A,Bottle,Electronics,Electronics,SNA,Snackify,0.0
2024-01-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-7473,N/A,Packaged,Personal Care,Personal Care,QUI,QuickMart,4531.546703203765
2024-01-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-2786,N/A,Bulk,Snacks,Snacks,BRI,BrightTech,0.0
2024-02-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-9142,N/A,Bulk,Household,Household,FRE,FreshWave,1634.6769751404513
2024-02-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-6947,N/A,Bulk,Beverages,Beverages,QUI,QuickMart,2872.0863638979604
2024-03-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-1796,N/A,Box,Electronics,Electronics,FRE,FreshWave,1741.6457429958741
2024-03-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-5214,N/A,Box,Household,Household,BRI,BrightTech,1213.493183940813
2024-03-01,20422,Cruz Group Store,C,R1,North,D5,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-6886,N/A,Bottle,Beverages,Beverages,SNA,Snackify,3171.3424951711286
2024-04-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-4393,N/A,Bulk,Household,Household,BRI,BrightTech,2013.4672262096635
2024-04-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-5913,N/A,Box,Personal Care,Personal Care,BRI,BrightTech,141.4878069991671
2024-04-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3425,N/A,Bag,Household,Household,FRE,FreshWave,1121.370733575821
2024-05-01,20422,Cruz Group Store,C,R1,North,D5,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3490,N/A,Bottle,Snacks,Snacks,ECO,EcoClean,625.9749187024879
2024-05-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-1138,N/A,Box,Beverages,Beverages,BRI,BrightTech,3141.971062478754
2024-05-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-2517,N/A,Packaged,Snacks,Snacks,ECO,EcoClean,0.0
2024-06-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-2473,N/A,Bulk,Household,Household,ECO,EcoClean,4454.921976216196
2024-06-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3426,N/A,Packaged,Snacks,Snacks,FRE,FreshWave,860.4951055354736
2024-06-01,20422,Cruz Group Store,C,R1,North,D5,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-1448,N/A,Packaged,Snacks,Snacks,QUI,QuickMart,3310.9484670341803
2024-07-01,20422,Cruz Group Store,C,R1,North,D5,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-1793,N/A,Bag,Beverages,Beverages,SNA,Snackify,2944.8590495905078
2024-08-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-9799,N/A,Packaged,Snacks,Snacks,SNA,Snackify,3716.891023837017
2024-09-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-4123,N/A,Box,Household,Household,SNA,Snackify,186.55050809497607
2024-10-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-5091,N/A,Bulk,Electronics,Electronics,ECO,EcoClean,142.2320457943863
2024-10-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-2613,N/A,Box,Electronics,Electronics,ECO,EcoClean,264.70349842349924
2024-10-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-6537,N/A,Bag,Personal Care,Personal Care,ECO,EcoClean,3248.7783404043944
2024-11-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-6640,N/A,Bulk,Beverages,Beverages,SNA,Snackify,1315.8814366956085
2024-11-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-8644,N/A,Bulk,Electronics,Electronics,BRI,BrightTech,2905.9290343062567
2024-12-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-1051,N/A,Packaged,Beverages,Beverages,QUI,QuickMart,1607.6886800848529
2025-01-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-5379,N/A,Bulk,Personal Care,Personal Care,SNA,Snackify,707.6054204237337
2025-02-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3170,N/A,Bottle,Snacks,Snacks,QUI,QuickMart,3910.0721287667557
2025-02-01,20422,Cruz Group Store,C,R1,North,D5,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-6949,N/A,Bulk,Beverages,Beverages,QUI,QuickMart,4130.417220146186
2025-03-01,20422,Cruz Group Store,C,R1,North,D4,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-1765,N/A,Packaged,Snacks,Snacks,BRI,BrightTech,2474.9374937494977
2025-03-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-7214,N/A,Box,Snacks,Snacks,FRE,FreshWave,3310.2367190615496
2025-04-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3866,N/A,Bottle,Electronics,Electronics,SNA,Snackify,1302.9921517642204
2025-05-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3532,N/A,Packaged,Electronics,Electronics,QUI,QuickMart,4651.375957104114
2025-05-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3558,N/A,Bottle,Beverages,Beverages,QUI,QuickMart,1190.5937098161567
2025-05-01,20422,Cruz Group Store,C,R1,North,D5,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-2800,N/A,Box,Personal Care,Personal Care,SNA,Snackify,2466.222478022941
2025-06-01,20422,Cruz Group Store,C,R1,North,D2,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-7057,N/A,Bag,Electronics,Electronics,SNA,Snackify,3986.5930558605787
2025-07-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3474,N/A,Bag,Snacks,Snacks,BRI,BrightTech,1760.7769918296005
2025-07-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-4502,N/A,Packaged,Snacks,Snacks,ECO,EcoClean,286.9620449125309
2025-08-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-4076,N/A,Bulk,Personal Care,Personal Care,SNA,Snackify,1402.252532294965
2025-09-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-6717,N/A,Box,Snacks,Snacks,ECO,EcoClean,0.0
2025-09-01,20422,Cruz Group Store,C,R1,North,D3,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-8923,N/A,Bottle,Household,Household,SNA,Snackify,2089.4024754207685
2025-09-01,20422,Cruz Group Store,C,R1,North,D1,North District,TERR-3,TERR-3 Description,Howardmouth,MA,36997,Standard,Standard Group,SKU-3940,N/A,Packaged,Beverages,Beverages,ECO,EcoClean,1019.7731051072274
